,pred,rel,labels,source,target
1421,0,0,0,"I mean , the only way you could do that would be if you had a till at one end and people bought whatever they wanted and were given a voucher and you walked down the other end and exchanged",mean
1422,0,0,0,"I mean , the only way you could do that would be if you had a till at one end and people bought whatever they wanted and were given a voucher and you walked down the other end and exchanged",buy
1423,0,0,0,"I mean , the only way you could do that would be if you had a till at one end and people bought whatever they wanted and were given a voucher and you walked down the other end and exchanged",want
1424,1,0,0,"I mean , the only way you could do that would be if you had a till at one end and people bought whatever they wanted and were given a voucher and you walked down the other end and exchanged",give
1425,0,0,0,"I mean , the only way you could do that would be if you had a till at one end and people bought whatever they wanted and were given a voucher and you walked down the other end and exchanged",walk
1426,0,0,0,"I mean , the only way you could do that would be if you had a till at one end and people bought whatever they wanted and were given a voucher and you walked down the other end and exchanged",exchange
1427,1,1,1,That 's the only way you could actually make that work at all .,make
1428,0,0,0,"Yeah , but just think of how much messing about there is .",think
1429,0,0,0,"Yeah , but just think of how much messing about there is .",mess
1430,0,0,0,I mean it 'd be two forty we 'd be round the bloody bend !,mean
1431,0,0,0,"Yeah , but it 's somebody sitting in an office in n it deciding this !",sit
1432,0,0,0,"Yeah , but it 's somebody sitting in an office in n it deciding this !",decide
1433,0,0,0,"Yeah , but who , who do you you know why",know
1434,0,0,0,"Sitting in a suit in a nice office saying , wo !",sit
1435,0,0,0,"Sitting in a suit in a nice office saying , wo !",say
1436,0,0,0,You know they do n't serve behind the bar on a Saturday night .,know
1437,0,0,0,You know they do n't serve behind the bar on a Saturday night .,serve
1438,0,0,0,They want somebody here from the for half an hour and them not being served first,want
1439,0,0,0,They want somebody here from the for half an hour and them not being served first,serve
1440,0,0,0,"You know what happens , d' ya know what happens then they 'll get people",know
1441,0,0,0,"You know what happens , d' ya know what happens then they 'll get people",happen
1442,0,0,0,"You know what happens , d' ya know what happens then they 'll get people",know
1443,0,0,0,"You know what happens , d' ya know what happens then they 'll get people",happen
1444,1,0,0,"You know what happens , d' ya know what happens then they 'll get people",get
1445,0,0,0,People will get so antiseptic that they 'll not be able to stand any sort of germs of any sort .,get
1446,1,0,0,People will get so antiseptic that they 'll not be able to stand any sort of germs of any sort .,stand
1447,0,0,0,"I mean , you think about all this I mean a load of crap when they have larders and all that !",mean
1448,0,0,0,"I mean , you think about all this I mean a load of crap when they have larders and all that !",think
1449,0,0,0,"I mean , you think about all this I mean a load of crap when they have larders and all that !",mean
1450,0,0,0,"Alright , you might have got the odd but it 's all this warming , doing it and then half leaving it and then",get
1451,0,0,0,"Alright , you might have got the odd but it 's all this warming , doing it and then half leaving it and then",leave
1452,0,0,0,warming it up again that does the damage .,warm
1453,0,0,0,So well I shall wander back with my little book now .,wander
1454,0,0,0,I shall come tomorrow tonight when it 's dark .,come
1455,0,0,0,Oh is it rave night tomorrow,rave
1456,0,0,0,Rob 's coming to look at lights .,come
1457,0,0,0,Rob 's coming to look at lights .,look
1458,0,0,0,"Yeah , I mean it 's all light and smoke and all the tables and chairs are out and",mean
1459,0,0,0,Ca n't see a thing .,see
1460,0,0,0,And you wo n't be able to see anything .,see
1461,0,0,0,I know I come on a Friday I were absolutely gobsmacked !,know
1462,0,0,0,I know I come on a Friday I were absolutely gobsmacked !,come
1463,1,0,0,I know I come on a Friday I were absolutely gobsmacked !,gobsmack
1464,0,0,0,"You can only see twelve feet er , you 'd think the place was empty in the bar .",see
1465,0,0,0,"You can only see twelve feet er , you 'd think the place was empty in the bar .",er
1466,0,0,0,"You can only see twelve feet er , you 'd think the place was empty in the bar .",think
1467,0,0,0,Erm I mean Saturday night would be better Anne .,mean
1468,1,0,0,"Yeah , well I 'll have a wander in Saturday night then .",wander
1469,0,0,0,You know that I 'm not gon na get out of course .,know
1470,0,0,0,You know that I 'm not gon na get out of course .,gon
1471,0,0,0,You know that I 'm not gon na get out of course .,get
1472,0,0,0,Got ta climb up that other end .,got
1473,0,0,0,Why are the doors always wrote wrong way !,write
1474,0,0,0,I know .,know
1475,0,0,0,I know .,know
1476,0,0,0,You get enough for twenty five K have n't they ?,get
1477,0,0,0,"It 's er cleaner 's room , two dressing rooms and toilets down there .",dress
1478,0,0,0,Well this is the area that you 'll have to do something about is the if you 're gon na knock it into the Winter Gardens this is the area that knocks into the Winter Gardens .,gon
1479,1,0,0,Well this is the area that you 'll have to do something about is the if you 're gon na knock it into the Winter Gardens this is the area that knocks into the Winter Gardens .,knock
1480,1,1,1,Well this is the area that you 'll have to do something about is the if you 're gon na knock it into the Winter Gardens this is the area that knocks into the Winter Gardens .,knock
1481,0,0,0,It wo n't open .,open
1482,0,0,0,"I mean , what , what we initially , this was a cloakroom this , this area",mean
1483,0,0,0,"but er , our customers do n't take their jackets off anyway",take
1484,0,0,0,So you do n't need a cloakroom then ?,need
1485,1,0,0,it was getting it was getting oppressive in that little office down there .,get
1486,1,0,0,it was getting it was getting oppressive in that little office down there .,get
1487,0,0,0,"I would have thought , yeah .",think
1488,0,0,0,You 'd get a,get
1489,0,0,0,So we were gon na move an office up to here with some natural light in it .,gon
1490,0,0,0,So we were gon na move an office up to here with some natural light in it .,move
1491,0,0,0,I did n't realize it at the time but I think it wants,realize
1492,0,0,0,I did n't realize it at the time but I think it wants,think
1493,1,1,1,I did n't realize it at the time but I think it wants,want
1494,0,0,0,No they think it 's really bad .,think
1495,0,0,0,"Course , the other thing you 've got ta invest in is tables and well you do n't need chairs , but tables , I mean as you can see we 've got two hundred of those poly-cotton chairs in there which is erm can be used .",get
1496,0,0,0,"Course , the other thing you 've got ta invest in is tables and well you do n't need chairs , but tables , I mean as you can see we 've got two hundred of those poly-cotton chairs in there which is erm can be used .",invest
1497,0,0,0,"Course , the other thing you 've got ta invest in is tables and well you do n't need chairs , but tables , I mean as you can see we 've got two hundred of those poly-cotton chairs in there which is erm can be used .",need
1498,0,0,0,"Course , the other thing you 've got ta invest in is tables and well you do n't need chairs , but tables , I mean as you can see we 've got two hundred of those poly-cotton chairs in there which is erm can be used .",mean
1499,0,1,1,"Course , the other thing you 've got ta invest in is tables and well you do n't need chairs , but tables , I mean as you can see we 've got two hundred of those poly-cotton chairs in there which is erm can be used .",see
1500,0,0,0,"Course , the other thing you 've got ta invest in is tables and well you do n't need chairs , but tables , I mean as you can see we 've got two hundred of those poly-cotton chairs in there which is erm can be used .",get
1501,0,0,0,"Course , the other thing you 've got ta invest in is tables and well you do n't need chairs , but tables , I mean as you can see we 've got two hundred of those poly-cotton chairs in there which is erm can be used .",use
1502,0,1,1,I 'll get some tables up with erm,get
1503,0,1,1,So many places Barry are going down,go
1504,0,0,0,I tell you .,tell
1505,0,0,0,"Just keep , just , in fact just keep well let's get it sorted out and then we 'll just get er er cos plenty of storage space and stuff .",keep
1506,0,0,0,"Just keep , just , in fact just keep well let's get it sorted out and then we 'll just get er er cos plenty of storage space and stuff .",keep
1507,0,0,0,"Just keep , just , in fact just keep well let's get it sorted out and then we 'll just get er er cos plenty of storage space and stuff .",let
1508,0,0,0,"Just keep , just , in fact just keep well let's get it sorted out and then we 'll just get er er cos plenty of storage space and stuff .",get
1509,1,1,1,"Just keep , just , in fact just keep well let's get it sorted out and then we 'll just get er er cos plenty of storage space and stuff .",sort
1510,0,0,0,"Just keep , just , in fact just keep well let's get it sorted out and then we 'll just get er er cos plenty of storage space and stuff .",get
1511,0,0,0,Used to have tables and extensions you see,use
1512,0,1,1,Used to have tables and extensions you see,see
1513,0,0,0,Bob makes tables .,make
1514,1,0,0,"I 've got extensions , sure .",get
1515,0,0,0,I tell you what make trestle tables are so expensive are n't they ?,tell
1516,0,0,0,I tell you what make trestle tables are so expensive are n't they ?,make
1517,0,0,0,I know !,know
1518,0,0,0,"You ca n't , you ca n't get either , you know , proper",get
1519,0,0,0,"You ca n't , you ca n't get either , you know , proper",know
1520,0,0,0,"you know , big wooden",know
1521,0,0,0,I know .,know
1522,0,0,0,trestle tables you just ca n't get anywhere .,get
1523,0,0,0,There 's another wasted area .,waste
1524,0,0,0,There 's incredible wasted areas in this place !,waste
1525,0,0,0,It 's very badly planned you know,plan
1526,0,0,0,It 's very badly planned you know,know
1527,0,0,0,"As you come down , you know .",come
1528,0,0,0,"As you come down , you know .",know
1529,0,0,0,Speak to you later .,speak
1530,0,0,0,"Yeah I know , they were n't very long series was it ?",know
1531,0,0,0,"Coronation Street , half past seven till eight , Rumpole from nine to ten so you can come out between eight and nine and ten and eight and nine and ten and eleven , so you got time for couple between eight and nine and a couple between ten and eleven , how 's that ?",come
1532,0,1,1,"Coronation Street , half past seven till eight , Rumpole from nine to ten so you can come out between eight and nine and ten and eight and nine and ten and eleven , so you got time for couple between eight and nine and a couple between ten and eleven , how 's that ?",get
1533,1,1,1,I 've got time ?,get
1534,0,0,0,You mean Stuey 's got time !,mean
1535,1,1,1,You mean Stuey 's got time !,get
1536,0,0,0,Well I 'll stay and have my bath between eight and nine and you can go and have a drink no I do n't think I 'll be going out this evening .,stay
1537,0,0,0,Well I 'll stay and have my bath between eight and nine and you can go and have a drink no I do n't think I 'll be going out this evening .,go
1538,0,0,0,Well I 'll stay and have my bath between eight and nine and you can go and have a drink no I do n't think I 'll be going out this evening .,think
1539,0,0,0,Well I 'll stay and have my bath between eight and nine and you can go and have a drink no I do n't think I 'll be going out this evening .,go
1540,0,0,0,Look he 's slowing down there !,look
1541,0,0,0,Look he 's slowing down there !,slow
1542,0,0,0,"Now he oh , oh he 's found the accelerator !",find
1543,0,0,0,He 's found it !,find
1544,0,0,0,He 's realizes which one it is bloody hell !,realize
1545,0,0,0,He 's getting too fast now !,get
1546,0,0,0,"We 're actually going a bit over we were going forty five , we 're now back to forty now .",go
1547,0,0,0,"We 're actually going a bit over we were going forty five , we 're now back to forty now .",go
1548,0,0,0,"We 're actually going a bit over we were going forty five , we 're now back to forty now .",forty
1549,0,0,0,Perhaps she 's told him he 's going too fast !,tell
1550,0,0,0,Perhaps she 's told him he 's going too fast !,go
1551,0,0,0,"Careful , slow down !",slow
1552,0,0,0,"What , when you 're getting into town ?",get
1553,0,0,0,Ha it wo n't go more than that !,ha
1554,1,0,0,Ha it wo n't go more than that !,go
1555,0,0,0,"the zone starts the zone starts there , thirty .",start
1556,0,0,0,"the zone starts the zone starts there , thirty .",start
1557,1,0,0,Yeah but perhaps it wo n't go more than that .,go
1558,0,0,0,"Cos you do n't go as slow as this , even round here something like that Ann .",go
1559,0,0,0,Ann thirty five and he 's speeding now .,speed
1560,0,0,0,Going too fast ! brake !,go
1561,0,0,0,You 'll be old one day just think when you 're a little old man sitting behind,think
1562,0,0,0,You 'll be old one day just think when you 're a little old man sitting behind,sit
1563,0,0,0,"Well one day you 'll be about eighty , dear and you 'll be the one sat there and someone saying , bloody hell look at that old codger behind the wheel !",sit
1564,0,0,0,"Well one day you 'll be about eighty , dear and you 'll be the one sat there and someone saying , bloody hell look at that old codger behind the wheel !",say
1565,0,0,0,Only I wo n't be around to live to see it .,live
1566,0,0,0,Only I wo n't be around to live to see it .,see
1567,0,0,0,Well when you 're eighty odd I doubt it dear .,doubt
1568,0,0,0,I think I 'm pretty confident on that one when you 're eighty I should be ninety five and the,think
1569,0,0,0,You never know,know
1570,0,0,0,I do n't think I 'd be going shopping anyway .,think
1571,0,0,0,I do n't think I 'd be going shopping anyway .,go
1572,0,0,0,"You never know dear , you may be a very very fit ninety five .",know
1573,0,0,0,"Oh Ann 's got ta go and definitely have an operation , it could be before Christmas I 'll start",get
1574,0,0,0,"Oh Ann 's got ta go and definitely have an operation , it could be before Christmas I 'll start",start
1575,0,0,0,"packing Friday on the way to mum Peter 's mum she told them she 's just in so much pain , she wants it doing so he 's gon na get in , I said , it 's poss that she 'll be in six days and probably off a few weeks after when she gets home it 's operation on her neck and shoulder they 're going to release the nerve they reckon it 's it 's a she told them and do what they will with it .",pack
1576,0,0,0,"packing Friday on the way to mum Peter 's mum she told them she 's just in so much pain , she wants it doing so he 's gon na get in , I said , it 's poss that she 'll be in six days and probably off a few weeks after when she gets home it 's operation on her neck and shoulder they 're going to release the nerve they reckon it 's it 's a she told them and do what they will with it .",mum
1577,0,0,0,"packing Friday on the way to mum Peter 's mum she told them she 's just in so much pain , she wants it doing so he 's gon na get in , I said , it 's poss that she 'll be in six days and probably off a few weeks after when she gets home it 's operation on her neck and shoulder they 're going to release the nerve they reckon it 's it 's a she told them and do what they will with it .",tell
1578,0,0,0,"packing Friday on the way to mum Peter 's mum she told them she 's just in so much pain , she wants it doing so he 's gon na get in , I said , it 's poss that she 'll be in six days and probably off a few weeks after when she gets home it 's operation on her neck and shoulder they 're going to release the nerve they reckon it 's it 's a she told them and do what they will with it .",want
1579,0,0,0,"packing Friday on the way to mum Peter 's mum she told them she 's just in so much pain , she wants it doing so he 's gon na get in , I said , it 's poss that she 'll be in six days and probably off a few weeks after when she gets home it 's operation on her neck and shoulder they 're going to release the nerve they reckon it 's it 's a she told them and do what they will with it .",gon
1580,0,0,0,"packing Friday on the way to mum Peter 's mum she told them she 's just in so much pain , she wants it doing so he 's gon na get in , I said , it 's poss that she 'll be in six days and probably off a few weeks after when she gets home it 's operation on her neck and shoulder they 're going to release the nerve they reckon it 's it 's a she told them and do what they will with it .",get
1581,0,0,0,"packing Friday on the way to mum Peter 's mum she told them she 's just in so much pain , she wants it doing so he 's gon na get in , I said , it 's poss that she 'll be in six days and probably off a few weeks after when she gets home it 's operation on her neck and shoulder they 're going to release the nerve they reckon it 's it 's a she told them and do what they will with it .",say
1582,0,0,0,"packing Friday on the way to mum Peter 's mum she told them she 's just in so much pain , she wants it doing so he 's gon na get in , I said , it 's poss that she 'll be in six days and probably off a few weeks after when she gets home it 's operation on her neck and shoulder they 're going to release the nerve they reckon it 's it 's a she told them and do what they will with it .",get
1583,0,0,0,"packing Friday on the way to mum Peter 's mum she told them she 's just in so much pain , she wants it doing so he 's gon na get in , I said , it 's poss that she 'll be in six days and probably off a few weeks after when she gets home it 's operation on her neck and shoulder they 're going to release the nerve they reckon it 's it 's a she told them and do what they will with it .",go
1584,0,1,1,"packing Friday on the way to mum Peter 's mum she told them she 's just in so much pain , she wants it doing so he 's gon na get in , I said , it 's poss that she 'll be in six days and probably off a few weeks after when she gets home it 's operation on her neck and shoulder they 're going to release the nerve they reckon it 's it 's a she told them and do what they will with it .",release
1585,0,0,0,"packing Friday on the way to mum Peter 's mum she told them she 's just in so much pain , she wants it doing so he 's gon na get in , I said , it 's poss that she 'll be in six days and probably off a few weeks after when she gets home it 's operation on her neck and shoulder they 're going to release the nerve they reckon it 's it 's a she told them and do what they will with it .",reckon
1586,0,0,0,"packing Friday on the way to mum Peter 's mum she told them she 's just in so much pain , she wants it doing so he 's gon na get in , I said , it 's poss that she 'll be in six days and probably off a few weeks after when she gets home it 's operation on her neck and shoulder they 're going to release the nerve they reckon it 's it 's a she told them and do what they will with it .",tell
1587,0,0,0,today running over cyclists out the way .,run
1588,0,0,0,"you are in strange mood today , now you wan na run over a few cyclists , well there 's an old lady and man there , I mean , why not pick them !",wan
1589,0,0,0,"you are in strange mood today , now you wan na run over a few cyclists , well there 's an old lady and man there , I mean , why not pick them !",run
1590,0,0,0,"you are in strange mood today , now you wan na run over a few cyclists , well there 's an old lady and man there , I mean , why not pick them !",mean
1591,0,1,1,"you are in strange mood today , now you wan na run over a few cyclists , well there 's an old lady and man there , I mean , why not pick them !",pick
1592,0,0,0,Do you know who 's that ?,know
1593,0,0,0,"Shame about that bungalow next door but one , cos that 'd be a nice bungalow but it 's not very lovely they do n't look after it very well .",cos
1594,1,1,1,"Shame about that bungalow next door but one , cos that 'd be a nice bungalow but it 's not very lovely they do n't look after it very well .",look
1595,0,0,0,"Oh dear , they ca n't get the stuff up the stairs dear !",get
1596,0,0,0,Got a wardrobe like ours and then oh no it is n't it 's a combination one it 's having to go up through the window let's hope they do n't drop it !,got
1597,0,0,0,Got a wardrobe like ours and then oh no it is n't it 's a combination one it 's having to go up through the window let's hope they do n't drop it !,go
1598,0,0,0,Got a wardrobe like ours and then oh no it is n't it 's a combination one it 's having to go up through the window let's hope they do n't drop it !,let
1599,0,0,0,Got a wardrobe like ours and then oh no it is n't it 's a combination one it 's having to go up through the window let's hope they do n't drop it !,drop
1600,0,0,0,"Is it gon na get through the window , anyway ?",gon
1601,0,0,0,"Is it gon na get through the window , anyway ?",get
1602,0,0,0,Not now the window 's shut !,shut
1603,1,0,0,I 'd go and give him a hand but I do not like ladders Fun is n't it ?,go
1604,1,1,1,I 'd go and give him a hand but I do not like ladders Fun is n't it ?,give
1605,0,0,0,I 'd go and give him a hand but I do not like ladders Fun is n't it ?,like
1606,0,0,0,Shall we take photographs ?,shall
1607,0,1,1,Shall we take photographs ?,take
1608,0,0,0,Get the camera out !,get
1609,1,1,1,Well the chap next door 's finding it very amusing !,find
1610,0,0,0,I think everybody 's finding finding it very amusing at the moment .,think
1611,0,1,1,I think everybody 's finding finding it very amusing at the moment .,find
1612,0,0,0,"That 's not gon na go through that window anyway , is it ?",gon
1613,0,0,0,"That 's not gon na go through that window anyway , is it ?",go
1614,0,0,0,"Well , it 's gon na be a tight old squeeze .",gon
1615,0,0,0,Why ca n't they take it through the back door and up the stair ?,take
1616,0,0,0,Perhaps it er you do n't know where the stairs and what kind of stairs it is but them kind of units usually come to bits ours does .,know
1617,1,1,1,Perhaps it er you do n't know where the stairs and what kind of stairs it is but them kind of units usually come to bits ours does .,come
1618,0,1,1,Cos Rita assembled it for us .,assemble
1619,0,0,0,sat here watching him .,sit
1620,0,0,0,sat here watching him .,watch
1621,0,0,0,"It would n't be if it fell , would it !",fall
1622,0,0,0,"Well then you 'd laugh I should think , knowing you !",think
1623,0,0,0,"Well then you 'd laugh I should think , knowing you !",know
1624,0,0,0,Do you think you could just open the door for me please !,think
1625,0,0,0,Do you think you could just open the door for me please !,open
1626,0,0,0,Do you think you could just open the door for me please !,please
1627,0,0,0,Hold on to this,hold
1628,0,0,0,"Coming back , I 've got ta I 've got ta stand here so I can turn the camera on !",come
1629,0,0,0,"Coming back , I 've got ta I 've got ta stand here so I can turn the camera on !",get
1630,0,0,0,"Coming back , I 've got ta I 've got ta stand here so I can turn the camera on !",get
1631,0,0,0,"Coming back , I 've got ta I 've got ta stand here so I can turn the camera on !",turn
1632,0,0,0,go and get the camera !,go
1633,0,0,0,go and get the camera !,get
1634,0,0,0,"Ah well that 's what we 're all waiting for , we 're waiting for you to drop it !",wait
1635,0,0,0,"Ah well that 's what we 're all waiting for , we 're waiting for you to drop it !",wait
1636,1,0,0,"Ah well that 's what we 're all waiting for , we 're waiting for you to drop it !",drop
1637,0,0,0,"They 're watching Neighbours Come on , get up you lazy bugger !",watch
1638,1,1,1,"They 're watching Neighbours Come on , get up you lazy bugger !",come
1639,0,0,0,"They 're watching Neighbours Come on , get up you lazy bugger !",get
1640,0,0,0,What time of day do you think you call this !,think
1641,0,1,1,What time of day do you think you call this !,call
1642,0,0,0,Shut your mouth ! later .,shut
1643,0,0,0,A man trying to get a wardrobe through the bedroom window over there .,try
1644,0,0,0,A man trying to get a wardrobe through the bedroom window over there .,get
1645,0,0,0,"I know , what is going on !",know
1646,1,1,1,"I know , what is going on !",go
1647,0,0,0,That 's what we said .,say
1648,0,0,0,I 'm watching these .,watch
1649,1,0,0,He 's just about got it,get
1650,1,0,0,Yeah they 've got it,get
1651,0,0,0,Have they got a,get
1652,0,0,0,What were you shouting then ?,shout
1653,0,0,0,You know him ?,know
1654,1,1,1,Go on,go
1655,0,0,0,said smile !,say
1656,0,0,0,drop it he shouted !,drop
1657,0,0,0,drop it he shouted !,shout
1658,0,0,0,So you know him ?,know
1659,0,0,0,Want a cup of tea Jean ?,want
1660,0,0,0,Have you rung the doctor ?,ring
1661,0,0,0,Tried to .,try
1662,1,0,0,Ca n't get through ?,get
1663,0,1,1,"We 've only popped in to see whether you would like a lift into town now , before we go , rather than go into town and then come back just in case you want to",pop
1664,0,1,1,"We 've only popped in to see whether you would like a lift into town now , before we go , rather than go into town and then come back just in case you want to",see
1665,0,0,0,"We 've only popped in to see whether you would like a lift into town now , before we go , rather than go into town and then come back just in case you want to",like
1666,0,0,0,"We 've only popped in to see whether you would like a lift into town now , before we go , rather than go into town and then come back just in case you want to",go
1667,0,0,0,"We 've only popped in to see whether you would like a lift into town now , before we go , rather than go into town and then come back just in case you want to",go
1668,0,0,0,"We 've only popped in to see whether you would like a lift into town now , before we go , rather than go into town and then come back just in case you want to",come
1669,0,0,0,"We 've only popped in to see whether you would like a lift into town now , before we go , rather than go into town and then come back just in case you want to",want
1670,0,0,0,Go into town for a little while .,go
1671,0,0,0,Oh yeah I would .,yeah
1672,0,0,0,Thought you might want a lift .,want
1673,0,0,0,We do n't want anything up there .,want
1674,0,0,0,"but er I do n't know , if you like it see what I mean ?",know
1675,0,0,0,"but er I do n't know , if you like it see what I mean ?",like
1676,0,1,1,"but er I do n't know , if you like it see what I mean ?",see
1677,0,0,0,"but er I do n't know , if you like it see what I mean ?",mean
1678,0,0,0,I 'll I 'll do it I 'll I 'll made the shepherds pie .,make
1679,0,0,0,I 've got the carrots here for .,get
1680,0,0,0,No I 've I 've got some !,get
1681,1,1,1,Come on .,come
1682,0,0,0,"I found yeah there is some out there , they were alright so I I I boiled them up they 're alright .",find
1683,0,0,0,"I found yeah there is some out there , they were alright so I I I boiled them up they 're alright .",boil
1684,0,0,0,I told you to leave it and I 'll do it !,tell
1685,0,0,0,I told you to leave it and I 'll do it !,leave
1686,0,0,0,"You do n't look well , you 're not right , I can see , cos you do n't look well .",look
1687,0,0,0,"You do n't look well , you 're not right , I can see , cos you do n't look well .",see
1688,0,0,0,"You do n't look well , you 're not right , I can see , cos you do n't look well .",cos
1689,0,0,0,"You do n't look well , you 're not right , I can see , cos you do n't look well .",look
1690,0,0,0,You do n't look well .,look
1691,1,1,1,No I did n't feel alright Ann .,feel
1692,0,0,0,"You know , I do n't feel myself anyway I ca n't I ca n't get through to anyway I 'll try so it does n't matter .",know
1693,1,1,1,"You know , I do n't feel myself anyway I ca n't I ca n't get through to anyway I 'll try so it does n't matter .",feel
1694,0,0,0,"You know , I do n't feel myself anyway I ca n't I ca n't get through to anyway I 'll try so it does n't matter .",get
1695,0,0,0,"You know , I do n't feel myself anyway I ca n't I ca n't get through to anyway I 'll try so it does n't matter .",try
1696,0,0,0,"You know , I do n't feel myself anyway I ca n't I ca n't get through to anyway I 'll try so it does n't matter .",matter
1697,0,0,0,"town I shall go around there , you can drop me and I 'll make an appointment there while we 're there .",go
1698,0,1,1,"town I shall go around there , you can drop me and I 'll make an appointment there while we 're there .",drop
1699,1,1,1,"town I shall go around there , you can drop me and I 'll make an appointment there while we 're there .",make
1700,0,1,1,Well it 's getting up there .,get
1701,0,0,0,"Who do you want , Doctor or",want
1702,0,0,0,"does n't matter I 'll , I 'll keep phoning .",matter
1703,0,1,1,"does n't matter I 'll , I 'll keep phoning .",keep
1704,0,0,0,"does n't matter I 'll , I 'll keep phoning .",phone
1705,0,0,0,"Do n't worry I mean to start with he Sheila 's coming over tomorrow , I ca n't go tomorrow really can I ?",worry
1706,0,0,0,"Do n't worry I mean to start with he Sheila 's coming over tomorrow , I ca n't go tomorrow really can I ?",mean
1707,0,0,0,"Do n't worry I mean to start with he Sheila 's coming over tomorrow , I ca n't go tomorrow really can I ?",start
1708,0,0,0,"Do n't worry I mean to start with he Sheila 's coming over tomorrow , I ca n't go tomorrow really can I ?",come
1709,0,0,0,"Do n't worry I mean to start with he Sheila 's coming over tomorrow , I ca n't go tomorrow really can I ?",go
1710,0,0,0,She can go with you .,go
1711,0,0,0,"And Vera phoned this morning , Joe phoned this morning all I did n't want them to go out , anyway I 've made arrangements to go round to see Vera on Friday afternoon and they they went out to where was it ?",phone
1712,0,0,0,"And Vera phoned this morning , Joe phoned this morning all I did n't want them to go out , anyway I 've made arrangements to go round to see Vera on Friday afternoon and they they went out to where was it ?",phone
1713,0,0,0,"And Vera phoned this morning , Joe phoned this morning all I did n't want them to go out , anyway I 've made arrangements to go round to see Vera on Friday afternoon and they they went out to where was it ?",want
1714,0,0,0,"And Vera phoned this morning , Joe phoned this morning all I did n't want them to go out , anyway I 've made arrangements to go round to see Vera on Friday afternoon and they they went out to where was it ?",go
1715,1,1,1,"And Vera phoned this morning , Joe phoned this morning all I did n't want them to go out , anyway I 've made arrangements to go round to see Vera on Friday afternoon and they they went out to where was it ?",make
1716,0,0,0,"And Vera phoned this morning , Joe phoned this morning all I did n't want them to go out , anyway I 've made arrangements to go round to see Vera on Friday afternoon and they they went out to where was it ?",go
1717,0,0,0,"And Vera phoned this morning , Joe phoned this morning all I did n't want them to go out , anyway I 've made arrangements to go round to see Vera on Friday afternoon and they they went out to where was it ?",see
1718,0,0,0,"And Vera phoned this morning , Joe phoned this morning all I did n't want them to go out , anyway I 've made arrangements to go round to see Vera on Friday afternoon and they they went out to where was it ?",go
1719,0,0,0,"The she thought they were due a special run , cos you know they did n't .",think
1720,0,0,0,"The she thought they were due a special run , cos you know they did n't .",cos
1721,0,0,0,"The she thought they were due a special run , cos you know they did n't .",know
1722,0,0,0,"She said you 'd be the I mean , and family when Wendy and that go and er she they had to with a la carte , oh it cost her a bomb !",say
1723,0,0,0,"She said you 'd be the I mean , and family when Wendy and that go and er she they had to with a la carte , oh it cost her a bomb !",mean
1724,1,0,0,"She said you 'd be the I mean , and family when Wendy and that go and er she they had to with a la carte , oh it cost her a bomb !",go
1725,0,0,0,"She said you 'd be the I mean , and family when Wendy and that go and er she they had to with a la carte , oh it cost her a bomb !",er
1726,0,0,0,"She said you 'd be the I mean , and family when Wendy and that go and er she they had to with a la carte , oh it cost her a bomb !",cost
1727,0,0,0,"They do a dinner special inside there , I mean most places do roast",mean
1728,0,0,0,you know that kind of thing oh they had to pay a la carte .,know
1729,0,0,0,you know that kind of thing oh they had to pay a la carte .,pay
1730,0,0,0,"No you watch it , we 're going .",watch
1731,0,0,0,"No you watch it , we 're going .",go
1732,0,0,0,"It 's alright , I 'll see it later on , it 's on again",see
1733,0,1,1,We 're popping in to estate agents .,pop
1734,0,0,0,Erm it 's a load of rubbish anyway !,erm
1735,0,0,0,We 're going to estate agents but we thought,go
1736,0,0,0,We 're going to estate agents but we thought,think
1737,0,1,1,we 'd pop in see how you were and,pop
1738,0,0,0,we 'd pop in see how you were and,see
1739,1,0,0,See if you want anything up town .,see
1740,0,0,0,See if you want anything up town .,want
1741,1,1,1,"no I feel about I I 'll I 've said to Ann , no I feel alright Ann but you know just I du n no I 'm not quite myself am I ?",feel
1742,0,0,0,"no I feel about I I 'll I 've said to Ann , no I feel alright Ann but you know just I du n no I 'm not quite myself am I ?",say
1743,1,1,1,"no I feel about I I 'll I 've said to Ann , no I feel alright Ann but you know just I du n no I 'm not quite myself am I ?",feel
1744,0,0,0,"no I feel about I I 'll I 've said to Ann , no I feel alright Ann but you know just I du n no I 'm not quite myself am I ?",know
1745,0,1,1,I do n't feel,feel
1746,0,0,0,very energetic and I should be alright now after been to sleep should do I 'm alright I ca n't think of anything I wan na get I want up town anyway nothing think of anything,sleep
1747,0,0,0,very energetic and I should be alright now after been to sleep should do I 'm alright I ca n't think of anything I wan na get I want up town anyway nothing think of anything,think
1748,0,0,0,very energetic and I should be alright now after been to sleep should do I 'm alright I ca n't think of anything I wan na get I want up town anyway nothing think of anything,wan
1749,0,0,0,very energetic and I should be alright now after been to sleep should do I 'm alright I ca n't think of anything I wan na get I want up town anyway nothing think of anything,get
1750,0,0,0,very energetic and I should be alright now after been to sleep should do I 'm alright I ca n't think of anything I wan na get I want up town anyway nothing think of anything,want
1751,0,0,0,"I do n't , very nice , thank you very much .",thank
1752,0,0,0,Washing powder or big bulky stuff that,washing
1753,0,0,0,Ca n't carry it .,carry
1754,0,0,0,"walk back from town with , after all .",walk
1755,1,1,1,Struggled with it a little,struggle
